student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,productivity_score,final_grade
11911,24,Male,3.59,6.59,5.36,3.37,0.85,2.8,11,339 mg,38.0,5,54.28%,8,24.83,51.84,72.71
11912,17,Female,3.22,5.4,10.22,4.6,3.05,3.06,8,475 mg,7.0,6,57.80%,10,0.0,13.12,48.75
11913,17,Other,5.91,5.44,6.05,3.04,2.1,3.05,7,395 mg,27.0,12,75.45%,8,23.05,51.06,66.71
11914,27,Female,3.43,8.56,5.23,2.1,1.64,1.8,13,199 mg,73.0,4,65.07%,5,25.04,60.63,70.36
11915,22,Male,4.1,4.66,5.04,1.77,0.92,0.92,9,445 mg,0.0,9,64.71%,10,0.0,18.43,56.88
11916,28,Female,3.69,5.13,9.43,4.06,2.74,2.96,8,430 mg,54.0,7,66.92%,10,0.0,47.2,92.28
11917,21,Female,4.1,6.64,9.18,3.71,2.45,3.07,7,488 mg,33.0,4,59.27%,10,0.0,20.53,58.93
11918,29,Male,1.23,6.6,7.45,3.05,2.04,2.81,10,337 mg,77.0,3,49.50%,8,6.96,29.92,35.0
11919,29,Other,5.11,5.44,6.45,2.56,2.81,2.24,6,467 mg,43.0,6,61.18%,9,16.65,46.35,64.75
11920,23,Male,6.16,6.5,3.53,0.92,0.0,1.94,5,280 mg,33.0,12,85.92%,5,43.45,67.83,80.34
11921,24,Female,0.07,5.16,7.99,3.65,2.22,0.1,9,454 mg,47.0,1,43.03%,7,0.0,28.9,65.56
11922,28,Female,4.32,4.93,8.47,4.24,2.53,0.96,8,422 mg,36.0,8,74.84%,9,0.0,23.52,68.59
11923,25,Male,0.8,5.51,8.04,3.75,2.63,2.63,13,440 mg,36.0,2,52.99%,10,0.0,25.77,59.87
11924,27,Female,1.83,7.68,9.28,4.4,2.8,2.87,9,452 mg,45.0,0,54.00%,7,8.65,20.59,47.67
11925,30,M,9.05,8.02,1.25,1.27,0.18,0.88,2,,85.0,19,87.38%,3,51.93,95.96,82.69
11926,22,Female,3.69,6.56,7.01,3.66,1.21,1.86,8,372 mg,52.0,7,66.38%,5,30.47,54.81,73.08
11927,28,F,7.32,6.97,4.6,2.6,1.86,2.89,5,,64.0,18,93.74%,4,38.45,78.85,95.55
11928,26,Male,2.28,4.99,9.48,4.01,2.58,3.41,10,457 mg,20.0,6,49.00%,10,0.0,28.56,63.42
11929,18,Female,4.71,8.09,9.35,4.41,2.02,4.46,10,362 mg,62.0,8,70.60%,7,6.14,38.78,74.77
11930,26,Male,3.84,5.31,9.64,4.12,2.29,3.12,9,485 mg,23.0,5,61.24%,10,0.0,30.25,54.7
11931,18,Female,1.85,6.39,9.07,4.67,2.71,4.12,14,277 mg,69.0,2,69.42%,7,3.98,36.01,52.91
11932,29,Male,5.0,6.66,6.12,2.93,1.35,0.24,6,332 mg,36.0,10,68.45%,6,23.06,50.48,56.61
11933,26,Male,7.18,6.17,2.66,0.88,0.49,1.65,5,257 mg,79.0,13,87.10%,6,35.22,76.21,80.36
11934,22,Other,8.77,6.94,9.09,4.95,2.62,2.84,6,402 mg,60.0,17,94.77%,6,25.58,68.5,56.29
11935,24,Female,1.8,7.64,10.38,5.47,2.52,3.66,12,354 mg,39.0,3,62.32%,7,1.61,15.83,71.31
11936,28,Male,6.12,6.46,4.5,2.51,2.01,0.64,6,159 mg,40.0,12,73.92%,5,25.89,59.77,98.53
11937,19,Male,1.39,6.85,11.38,5.19,3.44,4.17,8,336 mg,70.0,0,60.98%,8,0.0,35.66,59.32
11938,27,Male,3.44,4.52,8.75,4.38,1.72,3.23,7,526 mg,10.0,8,70.54%,10,0.0,34.08,48.89
11939,27,Female,7.43,5.15,5.68,2.31,2.14,2.55,8,399 mg,32.0,14,82.71%,8,16.84,67.16,82.52
11940,24,Female,2.21,6.06,9.21,3.8,3.71,3.69,10,600 mg,41.0,3,55.67%,10,0.0,30.27,75.23
11941,28,Other,1.97,6.35,4.47,1.97,0.94,0.42,12,407 mg,10.0,3,52.42%,9,12.2,28.06,57.05
11942,29,Male,4.62,5.31,5.73,3.42,1.42,1.85,3,297 mg,70.0,6,74.31%,6,23.11,33.27,43.38
11943,24,Female,6.08,6.62,3.24,1.46,0.01,0.0,4,273 mg,73.0,13,76.80%,4,40.81,80.74,86.24
11944,24,M,9.5,7.34,2.52,1.51,1.52,0.0,6,236 mg,40.0,16,88.48%,4,48.9,79.69,64.45
11945,29,Male,9.5,6.66,3.49,1.79,2.49,1.19,3,315 mg,88.0,18,100.00%,5,42.0,82.45,88.69
11946,24,Male,4.24,5.77,4.0,1.83,1.89,2.11,8,410 mg,21.0,9,69.23%,9,15.33,49.1,70.04
11947,17,Female,5.48,8.01,3.5,1.11,0.9,1.06,4,165 mg,80.0,8,73.40%,4,47.9,67.74,75.58
11948,26,Other,4.03,7.02,4.63,1.04,1.81,0.97,6,179 mg,50.0,6,63.74%,5,31.34,57.1,56.49
11949,19,Male,7.44,6.69,5.4,2.56,2.52,3.34,1,334 mg,43.0,13,87.53%,6,39.02,64.53,74.39
11950,25,Female,6.26,7.04,0.84,0.62,1.26,1.19,7,229 mg,75.0,9,74.45%,5,46.2,75.75,85.36
11951,21,Male,6.28,6.16,10.4,4.84,3.39,3.87,9,343 mg,44.0,9,71.02%,7,12.12,38.45,66.97
11952,18,Male,6.14,6.74,5.78,2.37,1.71,0.95,6,407 mg,14.0,13,84.86%,7,18.21,49.2,68.24
11953,22,Female,8.06,8.51,2.85,0.44,1.3,2.88,8,71 mg,105.0,16,100.00%,1,49.21,92.34,83.4
11954,30,Male,7.03,6.92,6.04,2.27,1.91,2.33,4,,23.0,11,84.76%,6,27.72,63.75,65.18
11955,18,Female,4.32,4.42,10.91,4.26,3.66,3.88,7,511 mg,37.0,8,58.74%,9,0.0,25.52,61.52
11956,24,Female,2.99,5.89,9.7,5.09,2.43,4.47,8,408 mg,,6,64.65%,9,0.0,14.33,79.9
11957,28,Female,4.17,5.63,11.04,4.96,3.74,3.32,11,583 mg,38.0,6,73.51%,10,0.0,23.58,60.09
11958,18,Male,6.42,8.23,2.95,0.54,0.76,2.3,5,117 mg,101.0,11,77.68%,3,52.68,100.0,74.74
11959,18,Female,5.69,7.36,6.93,3.62,1.98,3.0,8,388 mg,45.0,10,73.97%,7,21.35,39.91,89.71
11960,23,Female,9.22,7.14,7.05,3.24,1.66,1.2,6,277 mg,56.0,15,93.39%,4,31.67,78.98,83.93
11961,26,Male,7.81,5.87,5.32,2.34,1.88,0.42,5,404 mg,0.0,14,98.05%,9,13.29,43.96,74.64
11962,18,Male,5.38,6.66,5.0,2.58,1.64,2.03,7,352 mg,59.0,12,78.96%,5,45.88,79.73,70.12
11963,20,Female,1.32,7.07,10.36,3.95,2.5,1.09,15,440 mg,48.0,3,44.15%,8,0.0,14.89,68.89
11964,28,Female,8.79,5.9,0.0,0.0,0.79,1.54,5,288 mg,67.0,18,95.38%,6,38.37,100.0,86.46
11965,28,Female,5.59,5.69,9.67,4.05,3.09,1.45,7,302 mg,112.0,13,68.56%,6,12.39,65.75,63.18
11966,25,F,8.96,7.96,1.46,1.26,0.5,0.97,7,138 mg,86.0,18,91.26%,2,51.76,98.5,99.55
11967,23,Female,1.29,4.61,10.33,4.78,3.25,4.16,9,501 mg,28.0,2,58.49%,9,0.0,5.89,50.67
11968,29,Male,5.91,6.2,6.9,2.97,2.43,1.47,8,327 mg,,11,78.58%,5,30.8,64.4,84.45
11969,27,Female,4.57,6.03,8.47,5.01,1.7,2.23,5,388 mg,71.0,6,60.00%,8,13.56,33.53,75.77
11970,22,Male,3.94,7.44,6.0,1.87,2.09,2.08,12,320 mg,61.0,7,62.34%,7,12.42,50.91,58.83
11971,20,Male,1.59,8.06,6.7,3.23,0.99,2.17,10,293 mg,83.0,3,48.76%,6,17.58,52.77,77.25
11972,26,Female,8.12,6.02,8.43,3.82,2.46,5.54,0,307 mg,41.0,17,88.18%,7,6.18,53.61,81.86
11973,18,Female,4.18,5.16,6.66,3.24,2.06,3.32,11,489 mg,11.0,6,68.22%,9,7.99,39.34,42.43
11974,19,Male,8.13,6.81,2.63,1.15,0.65,3.13,6,368 mg,63.0,13,77.20%,6,39.4,94.47,71.4
11975,30,Other,7.63,6.17,3.34,2.0,1.29,2.28,6,277 mg,44.0,14,86.46%,5,32.11,90.72,89.82
11976,28,Female,8.4,6.07,1.46,0.98,0.41,0.0,6,255 mg,65.0,16,83.73%,3,47.76,89.98,82.22
11977,25,Female,8.44,7.78,5.29,2.81,1.6,0.85,0,199 mg,62.0,20,96.63%,6,35.94,86.24,96.16
11978,23,Male,4.47,6.26,0.77,0.38,0.0,1.63,6,328 mg,41.0,8,76.67%,5,47.11,61.1,68.25
11979,24,Male,5.61,5.42,5.68,1.9,2.21,0.75,5,376 mg,68.0,13,82.16%,6,21.91,50.01,69.63
11980,17,Male,4.01,5.87,8.09,4.05,1.94,1.52,6,372 mg,44.0,8,67.59%,7,11.32,52.79,54.23
11981,30,Female,4.64,8.41,5.69,3.04,1.49,2.39,6,313 mg,50.0,12,76.30%,5,31.71,53.18,76.3
11982,28,Female,8.77,4.41,5.11,2.55,1.4,1.98,6,444 mg,16.0,20,86.68%,6,17.39,64.52,73.25
11983,20,Female,1.84,4.39,7.47,3.73,2.1,1.99,9,450 mg,13.0,0,59.46%,9,0.0,11.67,45.75
11984,27,Male,7.82,7.4,1.78,0.66,0.98,0.0,8,273 mg,68.0,13,88.43%,5,49.15,93.0,96.16
11985,17,Female,4.96,7.66,1.73,1.36,0.67,0.22,8,271 mg,81.0,10,77.12%,4,55.93,98.16,82.96
11986,29,Female,4.88,6.48,5.68,2.37,1.88,1.78,9,343 mg,25.0,9,83.45%,7,19.55,40.58,45.24
11987,25,Female,6.11,6.86,2.68,1.83,0.97,0.0,4,255 mg,67.0,13,87.31%,5,48.67,81.44,75.21
11988,20,Other,4.46,6.36,6.53,3.08,2.47,0.0,6,,56.0,9,82.34%,5,33.47,69.87,82.04
11989,26,Female,4.17,5.78,8.6,3.69,2.36,1.73,6,388 mg,11.0,6,67.44%,10,0.0,38.89,60.19
11990,22,Male,2.19,7.29,5.84,2.92,2.19,2.95,8,313 mg,69.0,3,54.89%,8,17.42,43.89,72.73
11991,19,Male,3.18,6.03,3.6,1.41,1.32,0.0,8,333 mg,26.0,8,63.42%,8,8.44,45.72,65.28
11992,21,Male,5.56,5.33,5.1,2.34,1.15,1.12,9,346 mg,25.0,10,69.41%,8,22.24,45.54,70.79
11993,18,Female,6.04,5.5,5.51,3.31,2.93,1.63,4,451 mg,39.0,12,80.81%,9,10.24,44.25,69.42
11994,22,Female,4.92,6.31,5.33,2.92,2.91,2.6,9,408 mg,56.0,10,72.21%,7,17.06,57.02,91.82
11995,28,Male,8.28,7.07,0.66,0.0,0.0,0.0,2,307 mg,42.0,15,100.00%,4,59.71,90.32,67.72
11996,24,Male,3.15,4.43,6.96,3.01,1.78,2.99,6,,29.0,2,61.83%,9,0.38,41.08,79.57
11997,28,Female,8.6,6.27,1.09,0.94,0.95,1.11,1,289 mg,56.0,20,100.00%,5,45.49,90.36,100.0
11998,19,Male,9.02,6.2,8.22,4.0,2.39,2.23,5,256 mg,59.0,19,97.26%,6,12.09,51.8,51.58
11999,24,Female,2.77,6.72,10.71,5.21,3.58,3.22,12,415 mg,52.0,2,62.74%,7,1.62,22.19,71.65
12000,18,Female,5.62,3.67,4.12,2.57,1.79,0.4,4,299 mg,15.0,12,76.13%,8,9.58,45.52,54.31
12001,22,Female,4.75,5.81,11.19,4.4,2.12,2.88,9,526 mg,27.0,10,72.33%,10,0.0,19.32,77.9
12002,29,Female,6.02,7.1,9.0,2.78,2.01,3.15,6,305 mg,47.0,14,85.82%,6,19.85,45.04,91.06
12003,19,Female,5.54,7.51,3.7,1.27,1.76,1.68,5,216 mg,65.0,9,70.88%,6,44.16,73.69,66.92
12004,27,Male,3.9,5.33,8.46,4.24,2.57,1.96,9,469 mg,15.0,8,56.70%,9,0.0,25.34,71.91
12005,19,Male,8.53,8.23,5.67,1.58,2.17,0.91,7,256 mg,70.0,15,82.17%,4,33.66,82.02,64.91
12006,30,Male,7.87,7.85,3.78,1.61,1.69,2.68,5,243 mg,64.0,14,87.88%,5,18.69,70.94,62.97
12007,30,Male,5.59,8.47,5.69,2.86,1.02,1.69,3,201 mg,96.0,9,70.39%,5,35.92,69.91,73.73
12008,17,Female,5.82,6.76,7.88,3.14,2.27,2.29,6,511 mg,24.0,15,80.16%,8,9.14,49.95,89.94
12009,28,Female,1.92,5.11,10.81,4.76,3.12,5.25,10,421 mg,12.0,0,47.64%,10,0.0,2.13,62.02
12010,21,Female,5.06,6.55,5.08,3.31,1.08,2.67,9,316 mg,36.0,8,68.00%,7,33.77,54.8,79.07
12011,24,Male,3.76,4.65,7.19,3.89,2.1,1.11,9,473 mg,47.0,4,57.44%,9,0.0,31.78,59.53
12012,29,Male,9.67,6.94,0.0,0.86,0.02,1.17,6,185 mg,82.0,20,96.92%,5,39.53,95.32,71.65
12013,21,Female,2.15,4.09,5.61,3.01,2.58,2.15,8,485 mg,16.0,5,57.50%,10,0.0,29.22,70.47
12014,23,Male,3.87,8.22,4.15,1.46,0.51,0.58,6,179 mg,88.0,9,74.68%,2,44.3,72.01,60.41
12015,17,Female,5.08,6.0,3.42,1.83,1.01,1.46,8,440 mg,33.0,7,78.55%,7,37.68,62.42,85.36
12016,19,Male,8.0,7.54,0.82,0.75,0.15,0.0,3,113 mg,98.0,16,94.93%,2,56.84,100.0,80.18
12017,30,Female,6.74,6.65,9.08,4.31,3.49,3.26,9,384 mg,35.0,13,88.85%,6,23.22,59.63,85.0
12018,30,Male,7.08,4.67,6.26,2.74,2.05,1.78,5,507 mg,23.0,13,86.83%,8,17.48,58.88,
12019,28,Female,6.48,6.47,5.33,2.6,0.82,1.92,6,424 mg,45.0,11,84.87%,6,27.81,55.31,50.99
12020,27,Female,7.49,7.94,3.35,1.26,1.18,1.57,3,209 mg,96.0,20,93.92%,1,48.1,84.95,67.81
12021,23,Female,2.2,7.11,7.49,2.83,2.71,1.71,11,318 mg,55.0,3,57.62%,8,0.0,22.79,58.85
12022,18,Male,7.68,4.92,5.24,2.52,1.92,1.77,3,250 mg,52.0,14,88.60%,7,27.15,76.85,100.0
12023,18,Male,4.93,7.91,6.74,2.15,1.53,3.23,6,360 mg,53.0,7,80.86%,7,23.75,53.46,61.91
12024,17,Male,5.43,6.01,3.87,0.97,1.22,0.82,5,297 mg,53.0,7,71.48%,7,28.44,56.86,70.35
12025,23,Female,1.63,6.98,8.18,4.17,2.0,2.1,10,284 mg,,2,57.55%,10,0.0,25.24,71.27
12026,22,Male,2.0,5.57,9.93,4.12,4.04,3.13,8,420 mg,36.0,3,57.84%,9,0.0,14.03,64.67
12027,18,Male,4.62,7.04,7.45,2.81,2.13,2.98,6,313 mg,24.0,10,65.99%,8,17.71,47.06,74.67
12028,26,Female,7.66,5.13,9.25,4.43,3.45,3.52,5,372 mg,20.0,14,76.18%,7,0.0,28.81,87.56
12029,24,Male,4.59,6.37,1.84,1.54,0.69,0.72,11,392 mg,17.0,6,70.58%,7,20.21,53.86,79.11
12030,21,Female,7.94,3.73,8.78,4.37,2.94,3.73,5,492 mg,28.0,15,86.86%,10,5.01,43.86,74.56
12031,17,Female,7.31,8.27,6.31,3.4,1.62,1.44,3,265 mg,90.0,15,82.35%,4,38.12,81.28,91.33
12032,18,Male,7.28,7.28,8.0,2.85,2.7,1.88,7,250 mg,83.0,11,78.19%,6,32.82,60.57,86.77
12033,23,Female,4.65,6.04,10.1,4.29,3.26,1.98,6,408 mg,22.0,7,68.92%,9,0.0,31.08,63.88
12034,28,Female,6.94,7.12,0.9,0.0,2.19,0.26,7,334 mg,81.0,12,84.96%,3,67.43,100.0,95.96
12035,21,Male,3.53,7.5,0.0,0.09,0.0,0.06,12,273 mg,71.0,9,57.79%,3,54.62,75.62,89.19
12036,23,Female,5.31,4.75,9.54,4.45,2.46,4.26,6,508 mg,7.0,10,70.65%,10,0.0,39.29,81.92
12037,29,Male,3.68,5.61,5.54,1.96,1.54,1.42,8,506 mg,11.0,6,72.86%,8,14.57,38.67,75.83
12038,27,Female,4.64,7.69,6.99,3.7,1.82,2.68,6,267 mg,72.0,8,78.01%,7,13.91,53.42,69.73
12039,30,Male,1.56,7.02,11.54,4.51,3.73,3.97,11,303 mg,75.0,4,49.04%,6,0.0,23.77,67.52
12040,25,Female,3.72,5.93,2.52,0.95,0.41,1.4,6,324 mg,46.0,5,59.65%,6,27.12,62.14,76.71
12041,19,Male,7.44,7.33,0.49,0.4,0.0,0.0,3,83 mg,102.0,14,80.13%,1,69.32,100.0,74.97
12042,17,Female,1.85,6.44,11.56,5.46,3.5,4.36,12,246 mg,72.0,1,49.24%,7,0.0,19.65,74.19
12043,25,Male,6.11,5.9,6.53,2.75,2.06,2.1,2,405 mg,0.0,14,83.44%,8,17.62,39.67,75.48
12044,23,Male,9.25,8.61,2.52,1.69,0.33,1.57,5,235 mg,99.0,12,90.95%,4,48.87,89.61,70.71
12045,26,Male,6.88,6.33,0.79,0.0,0.07,0.0,6,,67.0,18,86.07%,5,46.18,87.4,78.35
12046,23,Male,5.44,3.84,7.75,4.22,1.75,2.06,12,551 mg,0.0,8,81.57%,10,6.51,14.47,66.31
12047,19,Female,3.72,5.24,3.69,2.34,1.78,1.97,9,276 mg,78.0,8,63.55%,6,12.82,43.23,48.88
12048,26,Female,5.06,6.3,3.62,2.1,1.18,0.56,0,389 mg,45.0,11,76.22%,6,29.9,62.27,91.41
12049,30,M,6.04,5.23,4.35,1.99,1.5,1.04,6,386 mg,33.0,13,80.86%,8,18.43,50.75,64.91
12050,30,Female,1.56,4.82,10.22,4.8,3.79,2.58,12,519 mg,30.0,1,54.45%,9,0.0,8.48,67.62
12051,19,Female,5.04,5.35,1.54,0.14,0.71,0.66,12,316 mg,35.0,8,64.95%,8,21.59,67.28,70.72
12052,28,Male,7.14,7.02,0.84,0.33,0.82,0.19,8,159 mg,80.0,13,90.35%,3,62.15,100.0,86.46
12053,24,Male,8.03,5.26,1.16,0.85,0.0,1.68,7,264 mg,54.0,15,97.57%,4,38.49,92.0,84.0
12054,18,Female,3.6,5.68,4.44,1.24,2.32,1.96,10,289 mg,40.0,10,70.38%,7,11.78,32.63,63.16
12055,25,Male,5.98,4.13,6.31,3.1,1.73,2.12,9,319 mg,48.0,10,78.05%,6,14.87,49.12,67.26
12056,27,Male,4.64,6.2,5.9,3.05,2.46,1.28,6,356 mg,48.0,7,63.82%,7,15.7,40.31,67.19
12057,21,Male,6.05,5.4,7.35,3.36,1.75,2.87,7,459 mg,18.0,10,67.89%,10,0.16,23.05,55.28
12058,30,Female,4.79,5.06,5.38,2.02,1.29,0.21,6,507 mg,19.0,7,70.04%,8,14.0,44.83,66.37
12059,19,Female,5.75,6.53,4.62,2.22,2.07,2.1,6,349 mg,91.0,8,67.55%,5,32.73,71.38,75.39
12060,29,Other,5.25,4.68,5.44,2.6,1.88,1.66,9,357 mg,82.0,9,71.63%,7,10.27,49.83,69.77
12061,20,Male,8.06,6.67,1.2,0.62,0.15,1.22,4,268 mg,56.0,13,85.89%,3,67.74,98.12,71.57
12062,17,Female,2.23,7.46,8.41,4.45,2.4,4.16,10,251 mg,77.0,2,48.48%,5,22.65,44.12,51.06
12063,27,Female,6.88,5.31,9.7,4.55,2.64,3.68,4,346 mg,27.0,14,81.34%,9,5.35,52.47,49.77
12064,22,Female,6.48,4.74,6.66,3.09,1.82,3.2,4,501 mg,34.0,12,85.94%,8,4.37,41.15,92.56
12065,17,Male,3.0,5.86,3.15,1.54,0.48,0.52,10,309 mg,63.0,4,63.86%,8,9.87,43.68,65.61
12066,21,Female,3.99,5.07,8.27,4.25,2.36,3.76,7,455 mg,38.0,11,80.35%,8,0.0,33.89,65.02
12067,27,Male,8.21,6.81,0.0,0.0,0.79,0.0,6,119 mg,80.0,16,84.92%,2,65.13,100.0,81.2
12068,24,Female,0.92,5.72,10.16,4.68,4.2,3.01,12,406 mg,20.0,0,56.79%,9,0.0,6.3,61.15
12069,24,Male,7.34,6.9,0.74,0.06,0.0,0.46,5,334 mg,81.0,15,95.04%,4,53.04,97.62,70.66
12070,20,Male,5.5,7.83,4.98,2.48,2.04,0.84,8,284 mg,69.0,10,76.57%,5,36.77,56.52,66.28
12071,19,Male,5.52,7.97,7.13,3.7,2.37,1.81,5,299 mg,61.0,11,72.83%,6,31.6,58.61,63.26
12072,17,Male,3.71,7.2,3.53,1.7,1.44,1.24,9,289 mg,65.0,6,61.68%,6,34.12,60.87,67.14
12073,27,Female,8.52,6.0,9.17,5.26,2.69,1.03,7,356 mg,51.0,16,78.63%,8,4.12,52.88,70.94
12074,19,Female,8.5,6.16,3.43,0.98,1.25,0.26,5,253 mg,24.0,16,93.21%,5,34.93,68.92,86.05
12075,30,Female,5.0,4.92,4.48,1.9,2.55,1.7,7,335 mg,38.0,9,78.76%,8,23.49,43.47,64.26
12076,21,M,3.04,4.56,7.92,3.09,1.78,3.73,12,522 mg,26.0,4,68.45%,10,0.0,25.35,65.68
12077,19,Male,3.87,5.51,6.39,2.86,1.91,0.58,9,454 mg,26.0,7,66.14%,8,8.44,48.82,61.1
12078,29,Male,3.27,6.11,6.97,2.0,2.15,0.72,4,466 mg,57.0,6,63.73%,8,11.74,49.62,62.0
12079,20,Male,7.33,6.75,5.6,2.53,0.79,1.69,4,309 mg,44.0,15,100.00%,6,23.11,58.1,76.97
12080,24,Female,5.71,5.17,6.65,3.61,1.47,2.88,5,309 mg,48.0,10,73.98%,6,11.25,47.18,86.41
12081,21,Female,4.56,5.68,5.2,2.51,1.67,0.42,10,240 mg,58.0,8,57.75%,6,24.64,58.79,63.31
12082,17,Female,3.01,6.24,8.64,3.57,2.8,1.61,9,409 mg,25.0,2,64.16%,9,7.02,27.82,59.01
12083,17,Female,8.1,5.72,5.2,2.77,2.37,1.3,3,321 mg,37.0,13,88.87%,5,27.21,67.71,79.6
12084,19,Female,1.3,5.93,12.0,5.85,4.2,4.33,11,378 mg,72.0,4,51.40%,9,0.0,28.32,65.06
12085,30,Male,2.81,7.72,7.82,3.77,2.61,1.61,8,285 mg,60.0,5,67.91%,7,12.24,35.39,54.64
12086,26,Male,2.91,5.22,9.74,4.18,2.29,3.63,9,529 mg,33.0,5,64.15%,9,0.0,26.89,73.26
12087,30,Female,5.99,5.9,4.11,1.72,1.88,1.22,6,297 mg,22.0,14,75.63%,6,21.1,54.52,69.49
12088,23,Female,8.37,5.7,1.51,0.9,0.83,0.0,7,284 mg,62.0,15,79.45%,6,37.52,83.43,94.78
12089,17,Male,9.16,6.86,2.79,0.79,0.8,0.39,1,220 mg,81.0,13,91.94%,4,46.05,100.0,71.68
12090,21,Male,5.73,5.22,4.11,1.96,1.15,1.44,8,357 mg,30.0,11,75.07%,6,29.35,54.2,77.93
12091,28,Male,5.16,6.98,4.24,2.12,1.98,0.44,6,226 mg,68.0,8,80.96%,5,32.9,64.04,70.67
12092,17,Male,8.55,8.03,1.9,0.12,1.13,1.25,5,139 mg,65.0,14,84.50%,3,47.01,100.0,100.0
12093,17,Male,2.05,4.57,8.43,4.09,1.94,2.29,12,392 mg,30.0,4,50.06%,8,0.0,14.41,69.71
12094,24,Male,3.35,6.09,6.21,2.94,1.5,2.69,9,496 mg,58.0,6,60.99%,7,14.59,42.0,69.67
12095,26,Female,6.65,7.25,3.64,0.73,0.4,0.1,5,262 mg,62.0,11,71.78%,6,34.77,59.18,97.54
12096,24,Male,5.7,5.82,8.81,4.02,3.63,1.99,5,408 mg,56.0,14,82.51%,7,12.6,47.29,67.05
12097,27,Female,4.91,6.54,6.79,3.2,2.32,3.33,7,242 mg,76.0,8,71.30%,6,31.9,58.67,78.81
12098,23,F,8.4,6.71,2.34,1.66,1.84,1.35,5,232 mg,55.0,17,90.64%,3,41.18,78.33,81.84
12099,27,Male,3.94,5.46,9.84,4.93,1.99,1.95,10,457 mg,72.0,3,70.46%,9,0.0,36.08,61.11
12100,22,F,4.69,5.84,2.2,0.33,0.8,1.7,9,402 mg,26.0,6,54.32%,8,26.99,63.77,80.76
12101,29,Female,8.15,8.54,2.47,1.23,0.0,3.74,9,321 mg,61.0,15,92.86%,4,63.09,97.51,84.65
12102,17,Other,2.59,6.57,6.44,2.1,1.33,1.81,6,376 mg,48.0,5,55.67%,9,15.16,47.61,73.03
12103,19,Male,2.57,5.27,10.57,4.7,2.91,1.99,13,383 mg,41.0,1,48.68%,9,0.0,17.09,64.02
12104,23,Male,1.76,6.57,6.24,2.93,0.89,2.58,6,314 mg,,4,56.85%,7,4.53,19.57,60.44
12105,25,Male,4.63,7.09,8.56,3.54,3.44,4.02,9,389 mg,52.0,9,61.59%,7,25.15,43.28,83.61
12106,27,Male,8.79,7.55,0.35,0.37,0.28,0.49,3,260 mg,42.0,16,83.25%,6,43.78,78.54,92.49
12107,17,Female,5.22,4.64,9.54,4.87,2.65,2.36,7,378 mg,42.0,9,68.74%,8,0.0,28.21,64.49
12108,17,Male,8.59,7.31,0.2,0.0,0.2,0.23,9,159 mg,52.0,19,90.79%,3,55.77,95.83,59.79
12109,30,Male,1.76,8.24,0.82,1.19,0.75,1.28,7,151 mg,81.0,0,53.26%,5,33.66,63.87,51.77
12110,20,Female,8.87,5.87,6.52,2.6,2.41,2.53,5,340 mg,35.0,16,95.97%,7,20.43,65.68,81.74
12111,20,Female,4.72,7.47,7.43,3.85,2.86,0.09,9,161 mg,99.0,4,65.89%,6,20.38,59.74,75.29
12112,30,Male,4.53,4.07,4.71,2.33,0.37,3.09,10,475 mg,40.0,7,81.97%,9,1.85,49.36,50.43
12113,24,Female,4.02,6.03,7.54,2.76,1.74,1.61,10,452 mg,18.0,6,64.56%,10,7.77,20.48,59.69
12114,26,Male,9.78,8.41,5.29,3.03,0.74,2.56,2,186 mg,107.0,20,94.71%,2,36.21,88.6,93.42
12115,21,Female,8.19,5.85,2.81,0.09,0.87,1.68,6,321 mg,42.0,15,83.85%,6,37.77,80.53,71.05
12116,18,Male,4.11,6.74,7.61,4.4,1.67,3.54,7,279 mg,79.0,8,67.41%,7,10.79,48.21,67.21
12117,18,Male,4.12,5.5,5.13,2.07,2.02,1.31,3,437 mg,23.0,9,72.39%,7,14.09,37.71,64.34
12118,29,Female,1.41,5.07,8.28,3.3,2.1,4.36,8,489 mg,6.0,3,60.13%,10,0.0,22.45,47.21
12119,20,Female,8.99,5.52,0.4,0.0,0.0,0.21,2,209 mg,57.0,15,90.28%,3,31.42,90.13,94.68
12120,24,Female,5.13,6.87,1.1,0.61,0.54,0.04,7,182 mg,76.0,8,70.54%,5,45.42,78.59,54.72
12121,22,Female,3.77,6.76,4.36,2.41,1.06,1.03,6,257 mg,36.0,9,75.46%,7,35.31,52.83,73.24
12122,21,Male,2.78,7.53,8.93,3.25,2.2,3.49,9,410 mg,58.0,5,66.33%,9,5.58,18.93,73.34
12123,27,Male,6.34,8.52,1.13,0.0,0.0,0.69,4,115 mg,50.0,12,84.35%,5,43.49,73.23,67.81
12124,23,Male,7.31,5.57,10.47,5.31,3.28,4.65,8,514 mg,25.0,11,85.80%,8,0.0,30.26,82.7
12125,28,Male,2.37,5.19,5.14,2.41,1.88,2.62,12,460 mg,23.0,4,68.48%,9,0.0,10.19,59.51
12126,26,Female,1.53,6.69,8.2,3.88,1.4,2.5,10,375 mg,43.0,6,62.19%,9,0.0,27.75,67.29
12127,23,Male,7.71,7.15,3.83,1.26,2.17,1.05,6,246 mg,70.0,13,77.32%,4,54.27,99.2,76.42
